,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours
562,female,group E,master's degree,standard,none,80,72,72,married,sometimes,no,1,private,> 10
563,female,group E,high school,standard,completed,79,82,87,,sometimes,yes,1,school_bus,< 5
564,female,group D,some college,standard,completed,68,73,74,single,regularly,no,2,private,05-Oct
565,female,group D,associate's degree,free/reduced,completed,85,96,99,married,sometimes,yes,2,private,05-Oct
566,male,group B,high school,free/reduced,none,54,41,38,married,sometimes,no,3,private,05-Oct
567,female,group C,some high school,standard,none,45,51,43,married,sometimes,yes,3,school_bus,05-Oct
568,female,group D,bachelor's degree,standard,none,63,75,76,divorced,regularly,yes,0,school_bus,05-Oct
569,female,group A,bachelor's degree,standard,none,69,69,74,married,regularly,yes,1,school_bus,05-Oct
570,female,group D,master's degree,free/reduced,none,74,84,85,married,sometimes,no,3,private,> 10
571,female,group B,some college,free/reduced,none,55,68,59,,sometimes,no,3,school_bus,< 5
572,male,group E,some college,free/reduced,none,64,46,48,divorced,sometimes,yes,3,school_bus,< 5
573,female,group D,some college,standard,none,87,89,82,married,regularly,yes,3,private,> 10
574,female,group D,associate's degree,standard,completed,79,86,91,married,regularly,yes,1,school_bus,05-Oct
575,female,group E,some college,free/reduced,none,49,44,44,,sometimes,no,5,private,05-Oct
576,male,group D,high school,standard,completed,75,72,72,single,never,no,1,,< 5
577,female,group B,high school,standard,completed,77,76,81,married,regularly,yes,0,school_bus,05-Oct
578,male,group C,high school,free/reduced,none,44,48,40,married,regularly,yes,4,,> 10
579,female,group B,associate's degree,free/reduced,completed,53,68,69,married,never,yes,3,private,05-Oct
580,male,group B,some college,standard,completed,49,38,48,married,sometimes,yes,0,private,> 10
581,female,group C,some high school,free/reduced,none,39,48,46,married,regularly,no,3,school_bus,05-Oct
582,male,group C,associate's degree,standard,none,94,92,83,single,regularly,no,1,private,< 5
583,male,group C,some college,free/reduced,none,38,35,33,single,sometimes,yes,1,private,
584,male,group C,some college,free/reduced,completed,61,61,57,single,sometimes,yes,1,school_bus,> 10
585,male,group D,associate's degree,standard,none,65,62,55,single,sometimes,yes,3,school_bus,< 5
586,male,group E,high school,free/reduced,completed,92,89,86,,regularly,yes,7,private,05-Oct
587,female,group C,some high school,standard,completed,45,58,59,single,regularly,no,1,private,
588,male,group B,some college,standard,none,79,76,73,divorced,regularly,yes,1,school_bus,05-Oct
589,male,group B,associate's degree,standard,none,82,80,77,divorced,sometimes,no,1,,< 5
590,male,group B,some college,free/reduced,none,84,79,72,divorced,regularly,yes,3,school_bus,> 10
591,female,group E,high school,standard,none,57,75,72,married,sometimes,yes,0,private,< 5
592,male,group C,some high school,standard,none,72,74,68,married,sometimes,yes,1,school_bus,< 5
593,female,group C,master's degree,standard,none,75,90,82,married,sometimes,yes,3,private,05-Oct
594,male,group B,some college,standard,completed,90,76,84,married,sometimes,yes,3,school_bus,05-Oct
595,female,group E,high school,free/reduced,none,84,92,89,married,never,yes,,school_bus,05-Oct
596,male,group E,associate's degree,free/reduced,none,83,80,74,single,regularly,yes,3,school_bus,05-Oct
597,male,group B,master's degree,free/reduced,none,70,76,72,married,regularly,yes,2,school_bus,05-Oct
598,male,group E,some college,standard,none,91,90,87,single,sometimes,no,2,school_bus,< 5
599,male,group B,some high school,free/reduced,none,57,58,54,divorced,regularly,yes,2,school_bus,< 5
600,male,group D,bachelor's degree,standard,completed,72,63,66,married,sometimes,yes,2,private,05-Oct
601,female,group E,some college,free/reduced,completed,79,86,84,widowed,sometimes,yes,2,school_bus,05-Oct
602,male,group C,high school,free/reduced,none,60,57,60,divorced,regularly,yes,1,private,05-Oct
603,female,group D,high school,standard,completed,70,72,80,single,never,yes,1,school_bus,05-Oct
604,male,group D,some college,free/reduced,completed,77,73,78,single,sometimes,yes,4,school_bus,05-Oct
605,male,group C,bachelor's degree,free/reduced,completed,74,69,69,married,sometimes,yes,0,private,05-Oct
606,male,group A,associate's degree,free/reduced,none,58,59,58,married,regularly,yes,3,private,05-Oct
607,female,group A,master's degree,standard,completed,91,100,100,married,regularly,yes,2,private,05-Oct
608,female,group C,some college,free/reduced,completed,83,91,90,single,sometimes,yes,1,school_bus,05-Oct
609,male,group A,some high school,standard,none,56,60,58,married,,yes,3,,> 10
610,male,group D,associate's degree,standard,none,76,75,68,divorced,sometimes,no,6,school_bus,05-Oct
611,male,group D,bachelor's degree,standard,none,60,47,51,divorced,sometimes,yes,,private,> 10
613,female,group A,some college,free/reduced,none,57,70,61,married,sometimes,,1,private,05-Oct
614,male,group E,some college,standard,completed,76,71,72,married,sometimes,yes,1,school_bus,05-Oct
615,female,group D,bachelor's degree,standard,completed,75,75,85,married,never,no,2,school_bus,> 10
616,male,group C,some high school,free/reduced,none,54,61,49,married,sometimes,yes,2,school_bus,> 10
617,male,group C,some high school,standard,completed,72,69,72,married,never,yes,2,private,
618,female,group C,high school,free/reduced,completed,62,73,72,married,sometimes,no,3,school_bus,05-Oct
619,female,group D,associate's degree,free/reduced,completed,71,86,88,single,sometimes,yes,2,school_bus,> 10
620,male,group C,some high school,standard,none,49,47,42,married,sometimes,no,3,private,05-Oct
621,female,group D,associate's degree,standard,none,81,84,85,single,regularly,yes,2,school_bus,05-Oct
622,male,group C,associate's degree,free/reduced,none,82,83,75,married,regularly,yes,2,school_bus,> 10
623,male,group C,some college,standard,completed,74,73,77,married,sometimes,yes,1,private,> 10
624,female,group B,high school,free/reduced,completed,44,53,58,married,regularly,no,1,private,< 5
625,female,group C,some high school,standard,none,61,69,73,,sometimes,yes,0,school_bus,> 10
626,female,group D,associate's degree,free/reduced,completed,59,68,77,,sometimes,yes,5,school_bus,05-Oct
627,female,group C,some high school,standard,completed,53,72,73,divorced,regularly,no,1,school_bus,05-Oct
628,male,group D,associate's degree,standard,completed,71,70,70,,,yes,0,,< 5
629,female,group A,some high school,standard,none,44,51,50,single,never,yes,1,,05-Oct
630,male,group D,associate's degree,free/reduced,none,40,49,40,married,sometimes,,2,school_bus,05-Oct
631,male,group D,master's degree,free/reduced,completed,87,82,83,married,never,yes,2,school_bus,05-Oct
632,male,group B,some high school,free/reduced,completed,38,34,40,married,sometimes,no,3,private,05-Oct
633,female,group C,bachelor's degree,standard,completed,83,93,91,married,sometimes,yes,2,private,05-Oct
634,female,group C,some high school,standard,none,85,92,86,married,sometimes,no,5,school_bus,< 5
635,female,group C,some college,standard,completed,60,79,86,divorced,never,yes,1,school_bus,05-Oct
636,female,group C,associate's degree,free/reduced,completed,62,73,77,married,sometimes,yes,2,private,05-Oct
637,female,group C,high school,standard,none,39,45,47,married,sometimes,yes,1,school_bus,05-Oct
638,female,group C,associate's degree,free/reduced,none,66,85,82,married,regularly,yes,1,private,05-Oct
639,male,group D,bachelor's degree,standard,none,64,63,63,married,sometimes,yes,3,private,> 10
640,female,group D,high school,standard,none,63,69,67,married,regularly,no,3,,< 5
641,male,group E,bachelor's degree,free/reduced,none,87,77,78,married,never,yes,3,school_bus,05-Oct
642,male,group B,some college,standard,none,55,53,46,married,regularly,no,4,private,05-Oct
643,male,group E,some college,standard,none,73,63,61,single,regularly,no,2,school_bus,< 5
644,female,group E,some college,standard,none,82,84,89,divorced,regularly,no,3,,< 5
645,male,group B,some college,free/reduced,none,63,66,64,single,regularly,yes,1,private,05-Oct
646,female,group C,some high school,standard,none,55,60,66,married,regularly,no,1,school_bus,< 5
647,male,group A,high school,standard,completed,58,60,62,married,never,no,6,,> 10
648,female,group E,some college,standard,completed,87,88,90,single,sometimes,yes,1,school_bus,05-Oct
649,male,group E,high school,standard,completed,77,82,80,,never,no,1,school_bus,05-Oct
650,male,group E,some high school,standard,none,84,70,63,married,regularly,yes,2,school_bus,05-Oct
651,male,group D,some college,standard,none,76,62,59,married,sometimes,no,3,school_bus,> 10
652,female,group B,some college,standard,completed,88,91,93,single,regularly,yes,2,school_bus,> 10
653,female,group A,high school,free/reduced,completed,44,63,64,divorced,sometimes,no,3,school_bus,05-Oct
654,female,group C,high school,standard,none,62,74,72,single,sometimes,yes,1,private,05-Oct
655,male,group E,high school,standard,completed,92,84,81,married,regularly,yes,1,school_bus,05-Oct
656,female,group B,associate's degree,standard,completed,66,81,80,married,sometimes,yes,1,school_bus,05-Oct
657,male,group C,some high school,standard,completed,78,73,70,single,never,no,,,< 5
658,male,group A,high school,standard,completed,94,87,87,married,sometimes,yes,3,school_bus,< 5
659,female,group C,associate's degree,standard,none,61,66,64,married,sometimes,no,1,school_bus,05-Oct
660,male,group E,bachelor's degree,free/reduced,completed,85,76,76,married,sometimes,yes,2,school_bus,05-Oct
661,female,group D,high school,standard,completed,47,53,55,married,sometimes,yes,3,school_bus,< 5
662,female,group D,some college,standard,none,64,82,72,married,sometimes,no,2,school_bus,05-Oct
663,male,group C,some high school,free/reduced,none,47,39,47,,sometimes,yes,3,school_bus,> 10
664,female,group C,some college,standard,none,64,65,63,married,regularly,yes,5,,05-Oct
665,female,group B,some college,standard,none,68,69,67,single,never,yes,2,school_bus,< 5
666,male,group D,some college,free/reduced,completed,65,74,68,married,never,yes,0,private,< 5
667,male,group C,some high school,standard,none,67,54,54,married,sometimes,no,4,private,< 5
668,male,group C,high school,free/reduced,none,60,52,53,single,sometimes,no,3,school_bus,< 5
669,female,group C,high school,standard,none,79,81,82,divorced,regularly,yes,2,school_bus,05-Oct
670,male,group D,associate's degree,standard,none,44,40,38,married,regularly,yes,3,private,< 5
671,male,group D,associate's degree,standard,none,33,20,21,single,never,no,4,,< 5
672,male,group E,some college,standard,none,71,66,60,single,sometimes,yes,,school_bus,05-Oct
673,female,group A,associate's degree,standard,none,57,64,66,married,never,no,7,school_bus,< 5
674,male,group B,high school,free/reduced,none,55,52,38,married,sometimes,yes,1,private,> 10
675,male,group C,bachelor's degree,standard,none,62,54,51,single,sometimes,yes,5,school_bus,05-Oct
676,female,group B,some college,standard,completed,69,79,78,married,regularly,yes,0,school_bus,< 5
677,male,group B,high school,standard,none,95,75,73,single,sometimes,yes,2,school_bus,> 10
678,male,group C,high school,standard,none,53,51,51,married,sometimes,no,,school_bus,< 5
679,female,group C,high school,standard,none,62,65,69,single,regularly,yes,7,school_bus,< 5
680,male,group B,associate's degree,standard,none,94,84,89,divorced,sometimes,yes,2,school_bus,
681,male,group C,associate's degree,standard,completed,75,75,73,divorced,regularly,no,3,school_bus,05-Oct
682,male,group D,some college,standard,none,56,52,50,,regularly,no,4,private,05-Oct
683,male,group E,some high school,standard,none,89,94,85,single,sometimes,yes,3,school_bus,05-Oct
685,male,group C,some college,standard,none,73,68,71,single,regularly,no,2,private,05-Oct
686,female,group D,some college,standard,none,83,95,98,single,sometimes,no,4,private,05-Oct
687,female,group E,associate's degree,free/reduced,none,63,79,69,married,never,yes,3,private,< 5
688,male,group C,associate's degree,standard,none,71,79,72,divorced,sometimes,no,4,school_bus,05-Oct
689,female,group D,master's degree,standard,completed,74,77,84,married,regularly,yes,1,,< 5
690,male,group B,associate's degree,standard,none,92,95,89,divorced,regularly,yes,0,school_bus,05-Oct
691,male,group B,associate's degree,free/reduced,none,52,54,50,married,regularly,yes,1,school_bus,< 5
692,male,group E,master's degree,free/reduced,none,87,82,83,married,sometimes,yes,2,private,05-Oct
693,male,group A,some high school,standard,none,68,63,62,married,regularly,yes,4,private,> 10
694,female,group B,high school,standard,none,83,88,90,married,sometimes,yes,3,school_bus,05-Oct
695,female,group A,some high school,free/reduced,completed,58,69,76,married,never,no,3,private,05-Oct
696,female,group B,some high school,standard,none,40,45,45,married,never,yes,1,school_bus,05-Oct
697,male,group E,associate's degree,free/reduced,completed,78,81,82,married,regularly,yes,1,school_bus,> 10
698,female,group B,some high school,standard,none,45,56,57,single,regularly,no,2,school_bus,> 10
699,male,group D,bachelor's degree,free/reduced,none,83,80,78,single,sometimes,yes,2,school_bus,< 5
700,male,group E,some college,free/reduced,completed,83,85,78,divorced,sometimes,no,4,private,05-Oct
701,female,group E,some high school,standard,none,70,65,60,divorced,sometimes,no,4,private,05-Oct
702,female,group D,some college,free/reduced,none,55,69,73,single,sometimes,yes,2,private,< 5
703,male,group A,some college,standard,none,38,32,28,divorced,sometimes,yes,0,,> 10
704,female,group C,associate's degree,free/reduced,completed,72,76,79,married,sometimes,yes,4,private,05-Oct
705,female,group B,some college,free/reduced,none,72,74,71,,sometimes,yes,3,school_bus,05-Oct
706,male,group C,some college,standard,none,73,57,61,married,sometimes,yes,1,school_bus,05-Oct
708,male,group D,some high school,free/reduced,none,73,74,64,single,sometimes,no,1,,05-Oct
709,male,group B,bachelor's degree,free/reduced,completed,75,71,69,single,regularly,,2,school_bus,> 10
710,male,group C,some high school,standard,completed,70,72,70,married,sometimes,no,1,school_bus,05-Oct
711,male,group A,some high school,standard,none,49,46,40,single,regularly,yes,0,private,05-Oct
712,female,group D,associate's degree,free/reduced,none,56,72,68,divorced,regularly,yes,1,private,> 10
713,male,group B,some college,standard,completed,62,68,64,married,sometimes,no,3,private,05-Oct
714,male,group E,bachelor's degree,standard,none,85,86,81,married,sometimes,yes,6,private,> 10
715,female,group D,bachelor's degree,free/reduced,none,39,53,60,widowed,regularly,yes,2,private,05-Oct
716,male,group E,some college,standard,none,89,71,72,divorced,sometimes,no,2,private,< 5
717,male,group D,some high school,free/reduced,completed,56,63,68,married,regularly,yes,2,private,> 10
719,female,group E,master's degree,standard,none,83,86,83,married,regularly,no,3,,05-Oct
720,female,group C,associate's degree,free/reduced,none,53,67,69,married,regularly,yes,3,private,05-Oct
721,female,group B,high school,standard,none,58,63,63,married,sometimes,no,2,private,> 10
722,female,group A,some high school,standard,none,48,61,55,married,sometimes,yes,1,,< 5
723,female,group D,high school,free/reduced,none,49,59,60,single,never,yes,0,school_bus,< 5
724,male,group C,some high school,standard,none,71,76,66,married,regularly,yes,1,private,05-Oct
725,male,group A,some college,standard,none,55,55,51,divorced,regularly,yes,4,school_bus,05-Oct
726,female,group C,high school,free/reduced,none,38,63,52,married,sometimes,no,3,school_bus,05-Oct
727,male,group C,some high school,standard,none,65,63,57,married,regularly,no,1,school_bus,05-Oct
728,male,group C,associate's degree,standard,none,70,62,63,married,sometimes,yes,0,school_bus,
730,female,group E,some college,free/reduced,completed,78,83,85,married,never,no,1,,> 10
731,female,group B,bachelor's degree,free/reduced,none,52,61,61,single,sometimes,no,1,school_bus,05-Oct
732,female,group C,high school,free/reduced,none,30,45,41,married,regularly,yes,0,private,< 5
733,male,group B,some high school,standard,none,70,70,66,married,regularly,no,2,private,05-Oct
734,male,group C,some college,standard,none,76,70,70,single,regularly,no,4,private,05-Oct
735,female,group C,associate's degree,standard,completed,66,73,74,single,sometimes,yes,3,private,> 10
736,female,group B,master's degree,free/reduced,none,48,63,59,single,sometimes,yes,0,private,< 5
737,male,group D,some high school,standard,none,65,58,58,single,never,no,1,school_bus,05-Oct
738,female,group C,associate's degree,standard,none,76,86,82,married,sometimes,yes,5,school_bus,05-Oct
739,male,group A,high school,free/reduced,none,51,45,42,married,regularly,yes,3,private,05-Oct
740,male,group C,high school,standard,completed,90,87,84,single,sometimes,yes,1,school_bus,> 10
741,male,group D,associate's degree,standard,none,82,65,67,single,never,no,2,,05-Oct
742,male,group D,some high school,standard,none,72,69,68,divorced,sometimes,yes,3,school_bus,05-Oct
743,male,group C,associate's degree,standard,none,62,61,57,divorced,regularly,no,1,school_bus,< 5
744,female,group C,some high school,standard,none,54,62,55,married,regularly,yes,6,private,05-Oct
745,male,group D,associate's degree,standard,none,76,75,67,single,sometimes,no,3,school_bus,> 10
746,male,group B,some college,standard,none,57,57,50,married,regularly,yes,1,,< 5
747,female,group A,bachelor's degree,standard,completed,87,100,100,divorced,sometimes,yes,3,private,< 5
749,male,group B,some high school,standard,completed,44,44,40,divorced,sometimes,yes,1,private,> 10
750,male,group D,bachelor's degree,standard,none,81,76,75,single,sometimes,yes,0,school_bus,> 10
751,male,group C,high school,standard,none,63,68,57,married,sometimes,,1,school_bus,05-Oct
752,female,group B,some high school,free/reduced,none,53,62,57,single,sometimes,yes,0,school_bus,05-Oct
753,female,group D,bachelor's degree,standard,none,73,88,88,single,sometimes,yes,3,school_bus,05-Oct
754,male,group A,some high school,standard,completed,76,66,62,married,sometimes,yes,5,private,< 5
755,female,group B,some college,standard,completed,74,83,84,single,regularly,yes,3,private,05-Oct
756,male,group D,associate's degree,standard,none,64,55,54,single,sometimes,yes,1,private,05-Oct
757,female,group E,some college,standard,completed,78,88,88,married,regularly,yes,3,school_bus,05-Oct
758,female,group B,some high school,standard,none,71,77,75,married,regularly,yes,1,school_bus,< 5
759,male,group C,associate's degree,standard,none,85,84,78,married,regularly,no,,school_bus,> 10
760,male,group B,master's degree,standard,completed,62,47,54,married,never,no,1,school_bus,> 10
761,female,group C,bachelor's degree,standard,completed,87,96,100,married,sometimes,yes,2,school_bus,05-Oct
762,female,group E,some college,standard,completed,100,96,100,divorced,never,yes,2,school_bus,> 10
763,male,group D,some college,standard,completed,60,65,59,married,sometimes,yes,2,private,< 5
764,female,group E,high school,free/reduced,completed,61,62,67,married,never,yes,2,school_bus,> 10
765,female,group C,some college,free/reduced,completed,67,77,75,single,sometimes,yes,0,school_bus,< 5
766,female,group D,some high school,standard,none,67,70,71,married,sometimes,no,3,,05-Oct
767,female,group D,associate's degree,free/reduced,none,73,79,75,married,sometimes,yes,0,private,
768,male,group D,some high school,standard,none,62,60,62,single,never,no,1,school_bus,05-Oct
769,male,group B,some high school,standard,none,69,56,54,married,regularly,no,2,school_bus,< 5
770,female,group E,high school,standard,completed,88,87,89,divorced,regularly,yes,1,private,05-Oct
771,female,group D,some college,standard,none,63,73,72,married,regularly,no,1,school_bus,05-Oct
772,male,group E,associate's degree,standard,completed,92,93,85,divorced,sometimes,yes,1,private,05-Oct
773,male,group B,some college,free/reduced,completed,29,35,30,married,sometimes,,4,school_bus,05-Oct
774,male,group D,associate's degree,standard,none,64,62,63,married,sometimes,yes,1,private,
775,female,group C,high school,standard,none,68,72,67,married,never,yes,2,school_bus,< 5
776,male,group D,some college,standard,completed,86,87,82,married,sometimes,yes,2,school_bus,> 10
777,male,group D,bachelor's degree,standard,none,90,81,78,single,sometimes,yes,3,school_bus,05-Oct
778,male,group C,high school,standard,none,65,55,53,married,never,,2,school_bus,05-Oct
779,male,group C,associate's degree,free/reduced,none,16,17,16,married,regularly,no,7,school_bus,05-Oct
780,female,group E,bachelor's degree,standard,none,100,97,100,married,sometimes,yes,4,school_bus,05-Oct
781,female,group C,some college,standard,completed,70,87,79,single,sometimes,yes,0,,< 5
782,female,group D,associate's degree,standard,none,81,87,85,divorced,,yes,1,,05-Oct
783,female,group D,some college,free/reduced,none,64,72,72,single,regularly,yes,4,private,> 10
784,female,group D,high school,free/reduced,none,66,77,80,single,regularly,yes,1,school_bus,05-Oct
785,male,group C,associate's degree,free/reduced,completed,63,59,63,married,sometimes,yes,3,private,< 5
786,female,group B,some college,standard,none,84,92,85,married,sometimes,yes,2,school_bus,> 10
787,female,group C,some high school,free/reduced,none,56,69,67,single,never,no,1,private,05-Oct
788,female,group D,associate's degree,free/reduced,completed,64,63,67,married,regularly,yes,2,school_bus,< 5
789,male,group E,bachelor's degree,standard,none,97,97,93,married,regularly,yes,,school_bus,05-Oct
790,female,group C,bachelor's degree,standard,none,91,96,98,married,sometimes,no,2,school_bus,< 5
791,male,group C,master's degree,free/reduced,none,83,87,82,married,sometimes,yes,2,school_bus,< 5
793,female,group C,some high school,standard,none,44,52,56,married,regularly,,3,private,< 5
794,male,group C,some college,free/reduced,none,41,52,49,divorced,sometimes,,0,private,> 10
795,male,group B,some college,standard,completed,94,97,89,married,sometimes,no,3,school_bus,05-Oct
796,female,group C,high school,free/reduced,completed,45,63,69,married,sometimes,yes,0,,< 5
797,female,group D,some college,free/reduced,none,48,65,64,single,sometimes,no,1,private,05-Oct
798,female,group D,some college,standard,none,86,96,94,married,sometimes,no,1,school_bus,05-Oct
799,female,group C,some college,free/reduced,none,22,42,41,single,sometimes,yes,2,private,05-Oct
800,female,group B,some high school,standard,none,59,67,65,married,regularly,yes,0,private,> 10
801,female,group A,high school,standard,none,79,82,89,married,never,yes,5,school_bus,> 10
802,female,group C,some high school,free/reduced,none,38,59,49,divorced,sometimes,yes,0,school_bus,05-Oct
803,male,group A,some high school,standard,completed,47,52,49,married,sometimes,no,1,school_bus,05-Oct
804,female,group C,associate's degree,standard,none,77,84,86,married,sometimes,yes,3,private,> 10
805,male,group B,some college,free/reduced,none,59,63,54,widowed,sometimes,no,3,,05-Oct
806,male,group B,some high school,standard,completed,61,69,63,married,never,yes,,school_bus,05-Oct
807,female,group D,some college,free/reduced,none,67,73,74,married,regularly,no,2,school_bus,05-Oct
808,female,group C,high school,standard,none,68,77,77,divorced,regularly,yes,1,private,> 10
809,male,group D,associate's degree,standard,none,57,56,60,married,never,no,1,private,< 5
810,male,group C,some college,standard,none,57,50,50,married,sometimes,yes,5,school_bus,05-Oct
811,male,group B,some high school,free/reduced,none,48,42,42,single,sometimes,no,3,school_bus,< 5
812,female,group C,high school,standard,completed,32,52,56,single,regularly,yes,1,private,05-Oct
813,male,group B,bachelor's degree,free/reduced,completed,59,52,58,married,sometimes,no,1,private,< 5
814,male,group C,high school,free/reduced,completed,83,77,79,divorced,sometimes,yes,1,school_bus,05-Oct
815,female,group E,some college,standard,none,78,83,94,single,sometimes,no,3,,05-Oct
816,female,group D,some high school,free/reduced,completed,42,49,51,divorced,never,yes,1,school_bus,< 5
817,female,group B,some high school,standard,none,72,73,73,single,regularly,yes,5,school_bus,< 5
818,male,group D,some college,free/reduced,none,72,71,66,married,sometimes,yes,3,private,05-Oct
819,male,group D,high school,standard,none,80,67,74,single,sometimes,no,2,school_bus,< 5
820,female,group C,high school,free/reduced,none,46,59,53,married,sometimes,yes,,school_bus,05-Oct
821,male,group B,bachelor's degree,free/reduced,completed,74,75,80,married,,,4,school_bus,> 10
822,female,group C,high school,standard,none,48,53,51,single,never,no,3,private,05-Oct
823,male,group B,some college,standard,none,57,60,58,married,sometimes,,3,school_bus,< 5
824,male,group B,high school,standard,none,52,53,43,divorced,sometimes,no,1,school_bus,05-Oct
825,female,group C,some college,free/reduced,none,26,37,35,divorced,regularly,yes,6,,
826,male,group C,master's degree,standard,none,80,80,78,single,sometimes,yes,2,private,05-Oct
827,female,group E,some high school,standard,completed,70,76,73,married,sometimes,yes,2,,< 5
828,male,group C,some high school,standard,none,56,62,52,single,regularly,yes,3,school_bus,05-Oct
829,female,group B,some college,free/reduced,none,28,46,44,married,sometimes,yes,4,school_bus,05-Oct
830,female,group E,some college,standard,completed,82,83,87,married,sometimes,yes,2,school_bus,05-Oct
831,male,group D,associate's degree,standard,none,76,69,68,married,sometimes,yes,3,school_bus,05-Oct
832,male,group C,some high school,standard,none,77,68,67,married,never,yes,3,school_bus,> 10
833,male,group B,some college,standard,none,78,70,67,married,regularly,yes,2,private,05-Oct
834,male,group C,associate's degree,free/reduced,none,62,55,52,married,sometimes,no,1,,> 10
835,male,group A,high school,standard,none,73,67,60,single,sometimes,yes,3,,05-Oct
836,male,group C,master's degree,standard,completed,73,74,80,married,never,yes,2,school_bus,05-Oct
837,male,group C,some high school,standard,completed,64,66,68,single,regularly,yes,0,private,05-Oct
838,male,group D,some college,free/reduced,completed,59,59,60,married,sometimes,no,3,school_bus,05-Oct
839,male,group E,high school,standard,none,77,69,61,divorced,regularly,yes,4,school_bus,05-Oct
840,male,group D,some college,standard,completed,99,90,94,married,regularly,yes,,school_bus,> 10
841,male,group C,associate's degree,standard,none,81,82,77,divorced,never,yes,0,,05-Oct
842,female,group C,high school,standard,completed,42,37,46,single,sometimes,yes,3,private,05-Oct
843,female,group E,high school,standard,completed,89,92,96,married,never,yes,1,private,> 10
844,male,group D,some college,free/reduced,completed,88,89,89,divorced,sometimes,no,2,school_bus,> 10
845,female,group C,some college,standard,completed,67,77,84,married,sometimes,no,2,school_bus,05-Oct
846,female,group E,some high school,standard,none,86,95,88,married,sometimes,,1,private,> 10
847,male,group C,some high school,free/reduced,none,44,31,31,married,sometimes,yes,0,school_bus,05-Oct
848,male,group C,some college,standard,none,71,71,70,single,sometimes,no,3,school_bus,> 10
849,female,group C,bachelor's degree,standard,none,54,70,72,,sometimes,no,2,school_bus,05-Oct
850,female,group C,some high school,standard,none,61,64,56,divorced,sometimes,yes,3,private,05-Oct
851,female,group D,associate's degree,free/reduced,none,61,76,72,married,sometimes,yes,4,school_bus,> 10
852,female,group B,some high school,free/reduced,completed,80,87,88,divorced,regularly,yes,4,school_bus,05-Oct
853,female,group C,bachelor's degree,free/reduced,completed,52,62,72,married,sometimes,yes,3,private,05-Oct
854,male,group C,some high school,standard,completed,51,45,40,single,regularly,yes,3,private,< 5
855,female,group C,associate's degree,free/reduced,none,48,63,56,married,sometimes,yes,4,school_bus,05-Oct
856,male,group B,some college,free/reduced,none,65,69,63,married,sometimes,yes,1,school_bus,05-Oct
857,male,group B,some high school,standard,completed,69,72,73,single,sometimes,no,3,private,< 5
858,female,group B,some college,standard,none,70,75,76,married,sometimes,yes,3,,05-Oct
859,male,group D,bachelor's degree,standard,none,74,59,59,married,sometimes,no,5,school_bus,< 5
860,female,group B,some high school,free/reduced,none,60,66,63,married,sometimes,yes,3,private,< 5
861,male,group C,bachelor's degree,standard,completed,75,78,72,single,sometimes,yes,1,private,
862,female,group C,high school,free/reduced,none,57,74,71,married,regularly,no,1,private,05-Oct
863,male,group C,high school,standard,none,66,60,52,divorced,sometimes,,1,,> 10
864,male,group E,some high school,standard,completed,73,78,68,,sometimes,yes,1,school_bus,> 10
865,male,group E,associate's degree,standard,completed,66,64,60,single,sometimes,yes,1,private,> 10
866,female,group B,some college,free/reduced,completed,73,82,85,divorced,sometimes,yes,2,school_bus,< 5
867,female,group D,some college,standard,none,66,80,77,single,sometimes,no,2,school_bus,> 10
868,female,group C,bachelor's degree,standard,none,55,69,68,married,sometimes,yes,1,,05-Oct
869,male,group D,some college,standard,completed,79,76,75,single,never,yes,4,,
870,male,group E,bachelor's degree,free/reduced,completed,70,80,80,married,regularly,no,4,private,> 10
871,female,group D,some college,standard,completed,73,82,85,,regularly,yes,2,school_bus,05-Oct
872,male,group B,some college,free/reduced,completed,45,54,49,married,regularly,yes,1,school_bus,05-Oct
873,female,group D,master's degree,free/reduced,completed,74,82,81,married,regularly,no,2,school_bus,05-Oct
874,male,group E,some high school,free/reduced,none,78,54,58,single,sometimes,no,1,,05-Oct
875,male,group A,high school,free/reduced,none,44,49,44,married,regularly,no,4,school_bus,< 5
876,male,group C,bachelor's degree,standard,completed,87,76,81,married,never,yes,3,private,05-Oct
877,male,group C,some college,standard,completed,81,75,72,single,never,yes,7,,05-Oct
878,female,group B,associate's degree,free/reduced,completed,70,76,80,married,regularly,yes,1,school_bus,< 5
879,female,group C,associate's degree,standard,none,75,85,82,widowed,sometimes,yes,1,,< 5
880,male,group C,some college,standard,none,64,56,48,married,sometimes,no,2,private,> 10
881,male,group C,high school,free/reduced,completed,64,61,56,single,regularly,yes,2,school_bus,05-Oct
882,male,group E,high school,free/reduced,none,75,79,74,single,regularly,yes,3,private,05-Oct
883,male,group C,high school,standard,completed,77,75,77,single,regularly,no,5,school_bus,< 5
884,male,group A,associate's degree,free/reduced,none,75,73,74,single,sometimes,yes,3,school_bus,05-Oct
885,male,group B,some high school,standard,none,63,59,50,single,sometimes,no,1,private,05-Oct
886,female,group E,some college,free/reduced,none,83,97,91,single,sometimes,yes,4,school_bus,05-Oct
887,male,group D,high school,standard,completed,89,81,82,married,regularly,yes,4,private,05-Oct
888,male,group C,associate's degree,free/reduced,completed,80,80,86,divorced,sometimes,yes,5,school_bus,< 5
